id,type,pollster,date,sampleSize,marginError,link,spread_winner,spread_value,trump_value,harris_value,name,slug,polling_start_date,polling_end_date
146633,poll_rcp_avg,NY Times/Siena,8/9 - 8/14,661 LV,0.0,https://www.nytimes.com/interactive/2024/08/17/us/elections/times-siena-poll-georgia-likely-electorate.html,Trump,4.0,50,46,2024 Georgia: Trump vs. Harris,georgia,2024-08-09,2024-08-14
146534,poll_rcp_avg,Cook Political Report,7/26 - 8/2,405 LV,0.0,https://www.cookpolitical.com/survey-research/2024-swing-state-project/14Aug2024-toplines,Tie,0.0,48,48,2024 Georgia: Trump vs. Harris,georgia,2024-07-26,2024-08-02
146411,poll_rcp_avg,Trafalgar/InsiderAdvantage,7/29 - 7/30, LV,3.5,https://pollingplus.com/news/trump-leads-in-georgia-by-two-points,Trump,2.0,49,47,2024 Georgia: Trump vs. Harris,georgia,2024-07-29,2024-07-30
146412,poll_rcp_avg,PPP (D),7/29 - 7/30,662 LV,3.8,https://www.realclearpolling.com/stories/analysis/ppp-georgia-pennsylvania-and-arizona-now-toss-ups-in-trump-harris-race,Harris,1.0,47,48,2024 Georgia: Trump vs. Harris,georgia,2024-07-29,2024-07-30
146496,poll_rcp_avg,Fabrizio/Anzalone,7/24 - 7/31,600 LV,4.0,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/georgia-older-voter-survey-2024.doi.10.26419-2fres.00813.025.pdf,Tie,0.0,48,48,2024 Georgia: Trump vs. Harris,georgia,2024-07-24,2024-07-31
146335,poll_rcp_avg,Bloomberg/MrnConsult,7/24 - 7/28,799 RV,3.0,https://pro-assets.morningconsult.com/wp-uploads/2024/07/Bloomberg-Swing-State-Wave-10.pdf,Tie,0.0,47,47,2024 Georgia: Trump vs. Harris,georgia,2024-07-24,2024-07-28
146204,poll_rcp_avg,The Hill/Emerson,7/22 - 7/23,800 RV,3.4,https://emersoncollegepolling.com/july-2024-swing-state-polls-harris-trails-trump-in-arizona-georgia-michigan-pennsylvania-tied-in-wisconsin/,Trump,2.0,48,46,2024 Georgia: Trump vs. Harris,georgia,2024-07-22,2024-07-23
146167,poll_rcp_avg,Landmark Communications,7/22 - 7/22,400 LV,5.0,https://www.realclearpolitics.com/docs/2024/Landmark_July_22nd_poll.pdf,Trump,1.0,48,47,2024 Georgia: Trump vs. Harris,georgia,2024-07-22,2024-07-22
146002,poll,FOX 5 Atlanta/InsiderAdvantage,7/15 - 7/16,800 LV,4.1,https://www.fox5atlanta.com/election/new-fox-5-atlanta-insideradvantage-poll-trump-leads-biden-georgia,Trump,10.0,47,37,2024 Georgia: Trump vs. Harris,georgia,2024-07-15,2024-07-16
146106,poll,Atlanta Journal-Constitution,7/9 - 7/18,1000 LV,3.1,https://www.ajc.com/politics/exclusive-new-ajc-poll-finds-trump-leads-harris-in-georgia-head-to-head-matchup/XCR4MTGSJJHOFHLPUUZLYLCFPE/,Trump,5.0,51,46,2024 Georgia: Trump vs. Harris,georgia,2024-07-09,2024-07-18
144003,poll,The Hill/Emerson,2/14 - 2/16,1000 RV,3.0,https://emersoncollegepolling.com/georgia-2024-poll-trump-48-biden-42/,Trump,10.0,51,41,2024 Georgia: Trump vs. Harris,georgia,2024-02-14,2024-02-16
142673,poll,NY Times/Siena,10/22 - 11/3,629 LV,4.4,https://www.nytimes.com/2023/11/05/us/politics/biden-trump-2024-poll.html,Trump,3.0,47,44,2024 Georgia: Trump vs. Harris,georgia,2023-10-22,2023-11-03
